host_response_rate,host_acceptance_rate,host_total_listings_count,neighbourhood,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,weighted_rating_score,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_is_superhost_t,host_identity_verified_t,property_type_Bed & Breakfast,property_type_Boat,property_type_Bungalow,property_type_Cabin,property_type_Camper/RV,property_type_Chalet,property_type_Condominium,property_type_Dorm,property_type_House,property_type_Loft,property_type_Other,property_type_Tent,property_type_Townhouse,property_type_Treehouse,property_type_Yurt,room_type_Private room,room_type_Shared room,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_moderate,cancellation_policy_strict
100.0,100.0,8.0,19,5,1.0,1.0,3.0,250.0,65.0,19,91.0,1729.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,0,4,1.0,2.0,3.0,200.0,100.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
67.0,100.0,1.0,3,5,1.0,3.0,3.0,500.0,25.0,10,88.0,880.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,59,16,3.5,6.0,15.0,1500.0,300.0,18,98.0,1764.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,10,2,1.0,1.0,1.0,287.61039657020365,75.0,28,98.0,2744.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,33,2,1.0,0.0,2.0,150.0,25.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.0,100.0,4.0,40,2,1.0,1.0,1.0,100.0,8.0,58,94.0,5452.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,72,2,1.0,0.0,1.0,287.61039657020365,29.0,41,91.0,3731.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
89.0,100.0,3.0,56,8,1.0,2.0,1.0,287.61039657020365,170.0,1,80.0,80.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33.0,99.96715927750411,1.0,20,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,16,99.0,1584.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,4.0,3,6,1.5,2.0,3.0,287.61039657020365,61.71090387374462,113,94.0,10622.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
86.0,100.0,1.0,49,1,1.0,1.0,1.0,287.61039657020365,61.71090387374462,4,90.0,360.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,44,3,1.0,1.0,2.0,287.61039657020365,40.0,181,95.0,17195.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
89.0,100.0,11.0,49,2,1.0,1.0,1.0,100.0,40.0,15,98.0,1470.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,58,3,1.0,1.0,1.0,287.61039657020365,30.0,2,90.0,180.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100.0,100.0,1.0,71,2,1.0,1.0,1.0,287.61039657020365,20.0,12,100.0,1200.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,22,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,3,100.0,300.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,10,3,1.0,0.0,1.0,287.61039657020365,40.0,14,87.0,1218.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,3.0,71,2,1.0,1.0,1.0,500.0,61.71090387374462,27,92.0,2484.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,59,2,1.0,1.0,1.0,100.0,15.0,45,98.0,4410.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,44,2,1.0,1.0,1.0,287.61039657020365,30.0,43,99.0,4257.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,4.0,77,1,1.0,1.0,1.0,95.0,35.0,37,94.0,3478.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,49,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,23,100.0,2300.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,2.0,49,2,1.5,1.0,1.0,287.61039657020365,35.0,18,91.0,1638.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,27,4,1.0,1.0,2.0,95.0,10.0,2,100.0,200.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,76,2,1.0,1.0,1.0,100.0,30.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,44,6,3.5,4.0,4.0,500.0,117.0,1,100.0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,76,2,1.0,1.0,1.0,100.0,40.0,27,96.0,2592.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,12,3,1.0,0.0,1.0,100.0,60.0,43,91.0,3913.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,5.0,4,6,1.0,2.0,3.0,250.0,95.0,24,97.0,2328.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,10,6,1.0,2.0,3.0,287.61039657020365,25.0,17,96.0,1632.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.0,100.0,34.0,4,6,2.0,2.0,3.0,287.61039657020365,113.0,5,95.0,475.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,11.0,61,1,1.0,1.0,1.0,100.0,45.0,1,80.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,2.0,47,2,1.0,1.0,1.0,100.0,65.0,15,99.0,1485.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,2,2,1.0,1.0,1.0,200.0,20.0,23,84.0,1932.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
80.0,100.0,34.0,73,4,1.0,1.0,2.0,100.0,60.0,8,80.0,640.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90.0,100.0,1.0,47,2,1.0,0.0,1.0,200.0,50.0,31,97.0,3007.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90.0,100.0,1.0,71,2,1.0,1.0,1.0,200.0,52.0,8,97.0,776.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,3,3,1.0,2.0,2.0,287.61039657020365,61.71090387374462,0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,2.0,3,5,2.0,2.0,2.0,100.0,50.0,5,100.0,500.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,76,2,1.0,1.0,1.0,100.0,20.0,1,80.0,80.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,45,2,1.0,1.0,1.0,287.61039657020365,25.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,5.0,44,2,3.0,1.0,1.0,200.0,30.0,49,99.0,4851.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
93.0,100.0,2.0,73,4,2.5,2.0,2.0,225.0,80.0,34,97.0,3298.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,76,3,1.0,0.0,1.0,250.0,22.0,44,98.0,4312.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,2,1.0,0.0,1.0,287.61039657020365,40.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,24,8,2.5,3.0,5.0,500.0,80.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,5.0,12,4,1.0,1.0,2.0,250.0,50.0,10,98.0,980.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,3,4,1.0,2.0,2.0,100.0,45.0,45,97.0,4365.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,16,3,1.0,1.0,2.0,500.0,75.0,16,98.0,1568.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,27,2,1.0,0.0,1.0,100.0,25.0,25,99.0,2475.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,4.0,40,7,2.0,3.0,3.0,300.0,150.0,4,100.0,400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,4.0,36,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,15,100.0,1500.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,59,2,1.0,1.0,1.0,350.0,60.0,59,98.0,5782.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
88.0,100.0,36.0,4,4,1.0,0.0,2.0,287.61039657020365,149.0,1,80.0,80.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75.0,100.0,1.0,63,2,1.0,1.0,2.0,287.61039657020365,61.71090387374462,3,87.0,261.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,100.0,3.0,4,6,1.0,0.0,3.0,287.61039657020365,35.0,30,99.0,2970.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,20,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,33,98.0,3234.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
92.0,100.0,2.0,76,3,1.0,0.0,1.0,287.61039657020365,61.71090387374462,14,91.0,1274.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80.0,100.0,1.0,36,2,1.5,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88.0,100.0,36.0,53,4,2.0,2.0,3.0,287.61039657020365,209.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90.0,100.0,37.0,10,1,1.0,1.0,1.0,350.0,35.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,100.0,2.0,10,2,1.0,1.0,1.0,287.61039657020365,20.0,83,99.0,8217.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
92.0,100.0,4.0,20,4,1.0,2.0,2.0,287.61039657020365,61.71090387374462,1,100.0,100.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,3,6,2.0,3.0,3.0,287.61039657020365,61.71090387374462,10,96.0,960.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,2.0,59,3,1.0,1.0,1.0,287.61039657020365,20.0,3,100.0,300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100.0,100.0,5.0,9,2,1.0,1.0,1.0,287.61039657020365,15.0,63,96.0,6048.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,1.0,59,5,1.0,2.0,3.0,250.0,35.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,46,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,18,98.0,1764.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
100.0,100.0,48.0,10,3,1.0,1.0,1.0,300.0,60.0,48,96.0,4608.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,4.0,44,2,1.0,1.0,1.0,200.0,5.0,51,94.0,4794.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,21,2,1.5,1.0,1.0,287.61039657020365,61.71090387374462,12,98.0,1176.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
96.0,100.0,6.0,12,1,1.0,1.0,1.0,400.0,50.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,24,4,1.0,1.0,2.0,287.61039657020365,61.71090387374462,6,97.0,582.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,21,4,1.0,1.0,2.0,287.61039657020365,20.0,15,97.0,1455.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,2.0,55,4,2.5,2.0,2.0,780.0,180.0,31,99.0,3069.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,100.0,1.0,44,2,1.0,1.0,1.0,287.61039657020365,10.0,10,98.0,980.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,99.96715927750411,1.0,29,4,2.0,2.0,2.0,250.0,90.0,5,100.0,500.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,10,2,1.0,0.0,2.0,100.0,50.0,25,98.0,2450.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,59,4,2.0,2.0,2.0,287.61039657020365,35.0,2,100.0,200.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,4,1.0,1.0,2.0,287.61039657020365,30.0,1,100.0,100.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,4,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,59,4,1.0,1.0,2.0,150.0,25.0,5,88.0,440.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,8.0,19,6,1.0,1.0,4.0,250.0,65.0,54,94.0,5076.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50.0,100.0,2.0,27,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,41,4,1.0,1.0,2.0,250.0,20.0,6,93.0,558.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90.0,100.0,37.0,10,1,0.5,1.0,1.0,350.0,35.0,7,91.0,637.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
100.0,100.0,1.0,20,2,1.0,1.0,1.0,287.61039657020365,5.0,7,94.0,658.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
94.88679817905918,99.96715927750411,1.0,24,2,1.0,0.0,1.0,287.61039657020365,61.71090387374462,25,96.0,2400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,11.0,73,4,1.0,0.0,2.0,100.0,50.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
90.0,100.0,2.0,25,4,1.0,1.0,1.0,300.0,125.0,21,84.0,1764.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,18.0,71,1,1.0,1.0,1.0,287.61039657020365,61.71090387374462,19,94.0,1786.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
63.0,100.0,2.0,71,2,3.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67.0,100.0,1.0,10,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,99.96715927750411,1.0,51,2,1.0,1.0,1.0,287.61039657020365,25.0,4,100.0,400.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,7.0,76,4,1.0,2.0,2.0,500.0,100.0,1,80.0,80.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,38,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,3,80.0,240.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,76,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100.0,99.96715927750411,1.0,35,2,1.5,1.0,1.0,287.61039657020365,30.0,18,98.0,1764.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
100.0,100.0,1.0,12,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.0,100.0,34.0,4,4,1.2594687006838505,1.0,2.0,287.61039657020365,96.0,26,87.0,2262.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,6.0,13,10,2.0,3.0,5.0,250.0,225.0,7,71.0,497.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
88.0,100.0,36.0,4,4,1.5,1.0,2.0,287.61039657020365,159.0,2,90.0,180.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,2,1.5,1.0,1.0,287.61039657020365,8.0,50,94.0,4700.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
86.0,100.0,8.0,61,8,1.0,3.0,4.0,100.0,60.0,3,53.0,159.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
33.0,99.96715927750411,1.0,10,3,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,35,2,1.0,1.0,1.0,150.0,61.71090387374462,13,92.0,1196.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,3,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
100.0,100.0,4.0,37,6,3.5,3.0,5.0,400.0,210.0,3,100.0,300.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,47,2,1.0,1.0,1.0,287.61039657020365,25.0,4,95.0,380.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
90.0,100.0,1.0,59,6,2.5,3.0,4.0,500.0,100.0,98,98.0,9604.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,10,2,1.0,0.0,1.0,287.61039657020365,45.0,102,88.0,8976.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
71.0,100.0,1.0,59,7,3.5,4.0,3.0,500.0,250.0,5,75.0,375.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,49,3,1.0,1.0,1.0,287.61039657020365,61.71090387374462,35,98.0,3430.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,2.0,26,2,1.5,1.0,1.0,287.61039657020365,10.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,57,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,10,100.0,1000.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,63,2,1.0,2.0,2.0,287.61039657020365,50.0,9,100.0,900.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,99.96715927750411,1.0,10,4,2.0,2.0,2.0,100.0,30.0,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,3.0,20,2,1.0,1.0,1.0,1500.0,50.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,1.0,10,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,3,87.0,261.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,53,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,16,99.0,1584.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
90.0,100.0,2.0,73,2,1.0,0.0,1.0,287.61039657020365,49.0,1,100.0,100.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,63,4,1.0,1.0,2.0,250.0,50.0,12,98.0,1176.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,4.0,77,1,1.0,1.0,1.0,95.0,61.71090387374462,26,92.0,2392.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,59,2,1.0,1.0,1.0,287.61039657020365,20.0,31,97.0,3007.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,2.0,47,7,2.5,3.0,4.0,500.0,200.0,2,100.0,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
91.0,100.0,1.0,78,2,1.0,0.0,1.0,287.61039657020365,61.71090387374462,2,100.0,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
